Index,ProblemSize,Threads,Operation,AvgSqTime,AvgParTime,AvgSpeedup
212,11858,11,1,0.0001525,0.001003,0.1521805
213,11986,57,1,0.0002015,0.005893,0.0341
214,12055,46,1,0.00017050000000000002,0.0038575,0.044012499999999996
215,12591,18,1,0.000166,0.0015565000000000002,0.106825
216,12654,32,1,0.00017,0.0027215,0.0625945
217,12712,44,1,0.000178,0.0046125,0.0386445
218,12743,14,1,0.00018600000000000002,0.0012435,0.1497505
219,12768,23,1,0.0001825,0.002025,0.0902175
220,13160,41,1,0.0001805,0.0038875,0.046755500000000005
221,13629,24,1,0.000199,0.0020625,0.09632550000000001
222,13983,6,1,0.0001985,0.000626,0.31707799999999997
223,14062,60,1,0.000219,0.00636,0.034486
224,14240,42,1,0.0002315,0.00421,0.056109000000000006
225,14294,4,1,0.00019999999999999998,0.00043599999999999997,0.4579185
226,14408,25,1,0.0002085,0.002154,0.09674050000000001
227,14412,45,1,0.000217,0.004431,0.049670000000000006
228,14421,41,1,0.000219,0.0040755,0.053948499999999996
229,14565,52,1,0.00021349999999999999,0.0043545,0.0489405
230,14825,41,1,0.0002455,0.0039925,0.061767
231,14864,36,1,0.0002165,0.003218,0.0672885
232,15008,34,1,0.0002255,0.0029105,0.0774875
233,15014,40,1,0.000242,0.0033915,0.071423
234,15569,41,1,0.0002475,0.004036,0.061675499999999994
235,15602,26,1,0.0002515,0.0022735000000000003,0.1106225
236,15604,54,1,0.000261,0.005656,0.0460645
237,16028,12,1,0.0002605,0.001117,0.233541
238,16220,25,1,0.0002515,0.0021495,0.117342
239,16232,62,1,0.00029299999999999997,0.007771500000000001,0.0377215
240,16265,1,1,0.000236,0.0001355,1.7429085
241,16539,21,1,0.0002675,0.0017935,0.1489155
242,16630,2,1,0.0002645,0.0002385,1.1112555
243,16898,59,1,0.000316,0.005941,0.053166000000000005
244,16937,6,1,0.000283,0.0006045,0.4676955
245,17093,29,1,0.00029549999999999997,0.0024815,0.119022
246,17365,5,1,0.0002835,0.000534,0.5315645
247,17699,1,1,0.00027499999999999996,0.000148,1.855014
248,17714,29,1,0.00030250000000000003,0.0025455,0.11890049999999999
249,17715,8,1,0.00031150000000000004,0.00076,0.40992249999999997
250,18184,20,1,0.000329,0.0017875,0.18425550000000002
251,18755,62,1,0.0003465,0.006567,0.0527955
252,18872,51,1,0.00031800000000000003,0.004339,0.0732525
253,18992,45,1,0.0004015,0.0042190000000000005,0.0946465
254,19321,58,1,0.0003385,0.005778999999999999,0.05855200000000001
255,19389,17,1,0.0003095,0.0016099999999999999,0.1924795
256,19807,40,1,0.00033600000000000004,0.0034869999999999996,0.09623999999999999
257,19862,11,1,0.00033699999999999995,0.0010325,0.326806
258,19879,13,1,0.0003225,0.0011684999999999998,0.27605
259,19983,31,1,0.000368,0.002636,0.14012550000000001
260,20231,57,1,0.000501,0.005866,0.0855145
261,20421,38,1,0.00036050000000000003,0.0036695,0.099574
262,20743,40,1,0.00035249999999999995,0.0034865,0.10109950000000001
263,20807,57,1,0.0003525,0.006047,0.058308
264,21754,32,1,0.00044750000000000004,0.002815,0.15886699999999998
265,21905,58,1,0.00044650000000000007,0.006144999999999999,0.072044
266,21952,64,1,0.000384,0.006704,0.0572395
267,23198,9,1,0.00039349999999999997,0.00087,0.452765
268,23727,21,1,0.0004035,0.001767,0.228356
269,24045,48,1,0.000398,0.0047165,0.08591599999999999
270,25585,64,1,0.000542,0.0072115,0.076092
271,25832,55,1,0.000566,0.0059854999999999995,0.094638
272,26357,42,1,0.000437,0.0037,0.1181255
273,26451,19,1,0.00044300000000000003,0.001674,0.26511450000000003
274,26848,19,1,0.000468,0.0016715,0.2800995
275,26882,28,1,0.000445,0.002469,0.180059
276,27003,8,1,0.0004485,0.0007639999999999999,0.586766
277,27537,4,1,0.0004565,0.00042500000000000003,1.0743909999999999
278,27686,61,1,0.0006245000000000001,0.0063820000000000005,0.097844
279,27875,56,1,0.0005085000000000001,0.0059215,0.0858305
280,28035,60,1,0.0005045,0.0061545,0.08188799999999999
281,28194,17,1,0.0005375,0.0014954999999999999,0.3593105
282,28387,10,1,0.0004875,0.000931,0.5238525
283,28614,58,1,0.0006485,0.006586,0.09995599999999999
284,28894,21,1,0.0004935,0.0018895000000000001,0.2610575
285,28983,39,1,0.00049,0.0033115,0.1479885
286,29373,48,1,0.0004885,0.0041715,0.1171075
287,29478,33,1,0.000504,0.0029685,0.16979149999999998
288,29522,33,1,0.0005074999999999999,0.002955,0.17176000000000002
289,30499,24,1,0.000528,0.002127,0.2484015
290,30516,52,1,0.000587,0.0052155,0.1126095
291,31616,18,1,0.0005345,0.001609,0.33218899999999996
292,31835,31,1,0.0006505,0.0026950000000000003,0.24205900000000002
293,31923,9,1,0.0005555,0.0009035,0.614328
294,32258,38,1,0.000647,0.0037210000000000003,0.176305
295,33639,15,1,0.0005445000000000001,0.001373,0.39636099999999996
296,34036,33,1,0.000577,0.0029085,0.19841999999999999
297,34234,47,1,0.0007275,0.005083000000000001,0.1427465
298,35062,30,1,0.000599,0.002619,0.2287055
299,35094,62,1,0.0007444999999999999,0.0066415,0.11251749999999999
300,35114,17,1,0.0005875,0.0015035,0.3904525
301,35638,38,1,0.0006154999999999999,0.003238,0.190248
302,35716,5,1,0.0006154999999999999,0.000623,0.9882095
303,36556,6,1,0.000658,0.000662,0.998437
304,36605,2,1,0.0006515,0.0003895,1.6798920000000002
305,36641,45,1,0.0006429999999999999,0.0038835,0.16612
306,36719,23,1,0.000642,0.0020155,0.31890050000000003
307,37808,62,1,0.0006590000000000001,0.006345999999999999,0.10384199999999999
308,37947,29,1,0.0006335,0.0025815,0.2454965
309,38204,35,1,0.00065,0.0030455,0.2131585
310,38746,36,1,0.0006715,0.003232,0.2078515
311,38995,56,1,0.0006594999999999999,0.005045,0.1308155
312,39070,8,1,0.0006485,0.000808,0.802627
313,40336,58,1,0.0007164999999999999,0.005572499999999999,0.1287455
314,40927,53,1,0.0009559999999999999,0.0054494999999999995,0.17523450000000002
315,41126,14,1,0.0007095000000000001,0.0013549999999999999,0.523497
316,41952,16,1,0.0007145,0.0014705,0.4861045
317,42010,51,1,0.000692,0.0049455,0.140385
318,42335,4,1,0.000699,0.0005335,1.3299775
319,42823,40,1,0.0007145000000000001,0.00351,0.2036935
320,43875,52,1,0.000938,0.0053714999999999995,0.1780005
321,44288,18,1,0.000729,0.0016665,0.437615
322,44320,21,1,0.0007525,0.001972,0.38160499999999997
323,44576,26,1,0.0007695,0.0023875,0.322289
324,44693,60,1,0.001075,0.006321,0.17008800000000002
325,45113,31,1,0.0007754999999999999,0.0028325,0.273925
326,45262,2,1,0.0007895,0.000446,1.7961965
327,45532,24,1,0.000777,0.002189,0.354902
328,46012,33,1,0.0007645,0.003279,0.235323
329,46622,14,1,0.000794,0.0013505,0.5879075
330,46884,58,1,0.001051,0.006194,0.1696785
331,47608,47,1,0.00084,0.004545,0.18655300000000002
332,47723,40,1,0.0008135,0.003848,0.212465
333,47816,63,1,0.001116,0.0066595000000000005,0.167606
334,47965,40,1,0.0008035,0.0035589999999999997,0.2256645
335,48110,56,1,0.0010170000000000001,0.005766,0.176798
336,48915,41,1,0.000936,0.0039074999999999995,0.24219249999999998
337,49377,50,1,0.0009965,0.005238,0.19032500000000002
338,49926,21,1,0.0008359999999999999,0.001947,0.4296275
339,49935,30,1,0.0009095,0.0026775,0.340426
340,50383,43,1,0.0008495,0.0047515000000000005,0.17885600000000001
341,50949,14,1,0.000858,0.001352,0.6347309999999999
342,51006,43,1,0.0008695,0.0037525,0.2318425
343,51550,38,1,0.0008565000000000001,0.0033179999999999998,0.25822849999999997
344,53043,54,1,0.0013545,0.0058005,0.23354049999999998
345,53274,35,1,0.000905,0.0030505000000000003,0.29679
346,53436,21,1,0.000892,0.001913,0.466505
347,54219,14,1,0.000919,0.001412,0.6519969999999999
348,54506,64,1,0.0011015,0.0067945,0.1626465
349,54910,15,1,0.000924,0.001515,0.6113365
350,55841,29,1,0.0010995,0.0030245,0.37910350000000004
351,55848,40,1,0.0009445,0.0035845,0.2636155
352,56075,7,1,0.0009375,0.000798,1.176909
353,57351,11,1,0.0009605,0.00117,0.8233085
354,57851,49,1,0.0010045,0.004815,0.2095875
355,59222,53,1,0.0011394999999999999,0.0057415,0.198928
356,59257,22,1,0.0009915,0.0020315,0.48806499999999997
357,60136,57,1,0.001008,0.005919,0.171051
358,60284,5,1,0.0010040000000000001,0.000663,1.528181
359,60966,17,1,0.0010455,0.001601,0.652922
360,61065,38,1,0.001067,0.0038389999999999995,0.2794725
361,62675,1,1,0.0010075,0.0005105,1.9732505
362,65922,38,1,0.0011135,0.003391,0.328346
363,66238,13,1,0.0011120000000000001,0.0013375,0.8326975000000001
364,66260,5,1,0.0011025,0.0007885,1.3998165
365,66927,41,1,0.0011380000000000001,0.0041725,0.2768675
366,67341,39,1,0.001158,0.0035564999999999998,0.32572999999999996
367,67366,1,1,0.0010609999999999999,0.0005564999999999999,1.907841
368,68109,45,1,0.0013525,0.004311499999999999,0.31176550000000003
369,68449,1,1,0.001096,0.0005629999999999999,1.9469414999999999
370,69580,32,1,0.0011945,0.0029165,0.4098525
371,70054,27,1,0.0012395,0.0024915,0.497506
372,70348,29,1,0.00117,0.002717,0.430771
373,70958,59,1,0.0014285,0.0061600000000000005,0.2321835
374,71009,39,1,0.0012155,0.003462,0.351433
375,72716,59,1,0.0016295,0.0068655,0.24027199999999999
376,73293,2,1,0.0013075,0.000638,2.078192
377,74112,57,1,0.0016020000000000001,0.0059299999999999995,0.2697455
378,75082,35,1,0.0016235,0.003547,0.4532085
379,75809,1,1,0.0012325,0.000626,1.9690915
380,77215,56,1,0.0018585000000000001,0.005847,0.31737950000000004
381,78042,25,1,0.001325,0.0024385,0.5445025
382,80475,60,1,0.001542,0.0060085,0.25592899999999996
383,81052,44,1,0.001557,0.004514499999999999,0.34481
384,82793,29,1,0.001434,0.002615,0.548835
385,83186,19,1,0.001416,0.0019415,0.729948
386,83291,62,1,0.001854,0.006376,0.29207649999999996
387,83821,63,1,0.0020429999999999997,0.0066005,0.309573
388,83856,23,1,0.0014305,0.0022484999999999996,0.636436
389,85532,58,1,0.0017135000000000002,0.0061475,0.27869350000000004
390,85982,1,1,0.001428,0.0007565,1.8902345
391,86252,9,1,0.0014075,0.0010265,1.371156
392,86912,9,1,0.001449,0.0010275,1.4110735
393,87926,2,1,0.001461,0.0006399999999999999,2.2857615
394,89070,52,1,0.001642,0.0055285,0.2968635
395,92036,53,1,0.0018815,0.005323,0.3508875
396,94897,33,1,0.0016099999999999999,0.003107,0.5192125
397,95440,60,1,0.002086,0.00635,0.328032
398,98947,1,1,0.0016075,0.000815,1.9717605
399,101144,18,1,0.001693,0.0017855,0.9482315
400,102267,24,1,0.001837,0.002432,0.756333
401,103336,44,1,0.0017475,0.0040155,0.43523449999999997
402,104844,60,1,0.0025425,0.0062015,0.4101725
403,104971,5,1,0.0017405,0.00086,2.0257855
404,106902,31,1,0.002311,0.00441,0.5590109999999999
405,107604,36,1,0.0018375000000000002,0.0032624999999999998,0.5635304999999999
406,108181,17,1,0.0018605,0.0018744999999999999,0.9928954999999999
407,109238,17,1,0.0018215,0.00181,1.0124905
408,110279,21,1,0.00192,0.002063,0.930553
409,116634,28,1,0.0019690000000000003,0.0028529999999999996,0.690502
410,116689,31,1,0.001964,0.0030285,0.649436
411,117129,33,1,0.001974,0.0035459999999999997,0.563023
412,121143,37,1,0.0021015,0.003833,0.5547500000000001
413,122737,33,1,0.0022094999999999997,0.003184,0.6939035
414,123602,45,1,0.0020785,0.0042214999999999996,0.4926415
415,123792,53,1,0.0029065000000000002,0.0057365,0.506576
416,124384,42,1,0.0025585,0.0046455,0.5489955
417,128640,47,1,0.0025575,0.0050290000000000005,0.5133105
418,129187,31,1,0.0024035000000000003,0.0029595,0.8134509999999999
419,130291,22,1,0.002458,0.0022615,1.0881155
420,135532,4,1,0.002322,0.0009055000000000001,2.5666585
421,138924,5,1,0.002571,0.001108,2.3199465
422,139599,29,1,0.0023375,0.0029135000000000003,0.8031125
423,140491,2,1,0.002311,0.0011145,2.074194
424,140742,44,1,0.002857,0.0042175,0.6793495
425,140764,50,1,0.0023765,0.0050025,0.478033
426,143436,8,1,0.002393,0.0014445,1.7203404999999998
427,143576,25,1,0.002423,0.0030905,0.7872385
428,143879,31,1,0.002993,0.003456,0.8582945
429,144869,64,1,0.002587,0.007391,0.352777
430,146338,44,1,0.00249,0.00409,0.608932
431,147642,39,1,0.0024525,0.003708,0.6618885
432,154150,52,1,0.0036965,0.005343,0.690674
433,155042,3,1,0.002567,0.0009135,2.8294665
434,159320,17,1,0.0028380000000000002,0.0020369999999999997,1.3944435
435,160773,60,1,0.0036295,0.0061655,0.5875085
436,162368,31,1,0.0027264999999999998,0.0030715,0.888577
437,163061,40,1,0.002759,0.0038315,0.7202355
438,163293,28,1,0.002724,0.002857,0.9540535
439,163817,2,1,0.0029965,0.001036,2.890219
440,169486,40,1,0.0027845,0.0037295,0.746624
441,171258,42,1,0.0028399999999999996,0.0042305,0.6749255000000001
442,172817,58,1,0.003347,0.0060655,0.5513145
443,173257,48,1,0.00375,0.0047434999999999995,0.7823145
444,174058,27,1,0.003101,0.0028190000000000003,1.103108
445,178435,43,1,0.0030635,0.0049510000000000005,0.633364
446,180554,17,1,0.003014,0.001994,1.5133525
447,183499,38,1,0.0030759999999999997,0.0037575,0.8191489999999999
448,184595,30,1,0.003087,0.002957,1.045919
449,188379,59,1,0.004814000000000001,0.006218,0.7774719999999999
450,192026,52,1,0.0048365000000000005,0.0056170000000000005,0.8612275
451,193615,11,1,0.003225,0.0016275,2.006457
452,199431,51,1,0.005006,0.0054935,0.910568
453,201779,21,1,0.0038515,0.0026604999999999997,1.444602
454,203011,23,1,0.0033945,0.002626,1.2955269999999999
455,204948,37,1,0.0034590000000000003,0.0037965,0.91343
456,205204,34,1,0.0034705,0.003549,0.978153
457,207925,45,1,0.004173,0.004828000000000001,0.8589975000000001
458,208028,31,1,0.004125500000000001,0.0038115,1.0759064999999999
459,209090,33,1,0.0051355,0.004193,1.222796
460,209982,38,1,0.0040505,0.004231,0.9586725
461,212528,42,1,0.0042655,0.0046535,0.9207215
462,218484,27,1,0.0036305,0.0031365,1.160733
463,220431,35,1,0.003743,0.0040085,0.9337655
464,224772,10,1,0.0039575,0.0015340000000000002,2.6015629999999996
465,227174,10,1,0.0038755,0.001413,2.745018
466,228536,48,1,0.003956,0.005145,0.7693814999999999
467,237675,2,1,0.0050745,0.00125,4.0683325
468,239977,35,1,0.004058,0.00366,1.1103835
469,247353,35,1,0.004200000000000001,0.003756,1.119179
470,248208,18,1,0.004170500000000001,0.0023695,1.7703945
471,253350,5,1,0.0047315,0.0014905,3.2145159999999997
472,255693,31,1,0.004897,0.0035955,1.3663245000000002
473,259737,33,1,0.0043890000000000005,0.003543,1.2413205
474,260429,13,1,0.0043785000000000004,0.001735,2.537088
