Index,ProblemSize,Threads,Operation,AvgSqTime,AvgParTime,AvgSpeedup
169,7652,22,2,0.007236,0.0046045,1.5716285
170,7663,52,2,0.0072805000000000005,0.0112855,0.6453575
171,7726,14,2,0.0072565,0.003393,2.1428955
172,7756,27,2,0.007307,0.005624499999999999,1.299144
173,7778,39,2,0.007350499999999999,0.007686500000000001,0.956283
174,7817,54,2,0.0074005,0.012845,0.5765629999999999
175,8036,15,2,0.007613999999999999,0.0035735000000000003,2.1347424999999998
176,8153,64,2,0.0076635,0.3740325,0.027947
177,8280,28,2,0.007832,0.005662,1.3849879999999999
178,8280,58,2,0.007824,0.0137235,0.5756075
179,8397,9,2,0.007952500000000001,0.0029145,2.7322615
180,8433,19,2,0.0079165,0.004156999999999999,1.9044685000000001
181,8496,45,2,0.0080085,0.009052500000000002,0.8849215
182,8562,42,2,0.0081035,0.009344000000000002,0.867274
183,8597,59,2,0.008124,0.0139555,0.5821175000000001
184,8650,47,2,0.0081735,0.0096425,0.8515455
185,8678,42,2,0.0082045,0.008845,0.9303224999999999
186,8786,33,2,0.0083125,0.006438,1.2915125
187,8825,21,2,0.008326,0.0044875,1.8556430000000002
188,8903,52,2,0.008358,0.010848,0.7704690000000001
189,8988,4,2,0.0084835,0.0035694999999999998,2.376642
190,8996,13,2,0.0084705,0.003171,2.6715585
191,9014,34,2,0.008487999999999999,0.0066865,1.2695485
192,9254,40,2,0.008722,0.0079095,1.102744
193,9467,2,2,0.008923500000000001,0.0056819999999999996,1.5705525
194,9550,35,2,0.0089685,0.0073455,1.225911
195,9579,13,2,0.0090765,0.003484,2.6136545
196,9755,35,2,0.009218,0.007043000000000001,1.3087725
197,9800,9,2,0.009224,0.0029094999999999998,3.1715169999999997
198,10032,4,2,0.009482500000000001,0.003735,2.5389075
199,10453,10,2,0.009784500000000002,0.0030265,3.2339665
200,10482,55,2,0.010045499999999999,0.0132955,0.7577229999999999
201,10563,16,2,0.009985500000000001,0.003993999999999999,2.5000590000000003
202,10817,12,2,0.0102455,0.0032459999999999998,3.156301
203,10937,61,2,0.010266500000000001,0.0336385,0.430134
204,11065,20,2,0.01042,0.004597,2.266869
205,11075,28,2,0.010453,0.005828,1.7935685000000001
206,11115,53,2,0.010478000000000001,0.013580000000000002,0.7985975000000001
207,11172,19,2,0.010555499999999999,0.0044645,2.36427
208,11197,40,2,0.0105465,0.0084245,1.2623004999999998
209,11379,13,2,0.010687499999999999,0.003733,2.8631409999999997
210,11442,11,2,0.010732499999999999,0.0031374999999999997,3.4206225000000003
211,11769,46,2,0.011032,0.0101825,1.0841745
212,11858,11,2,0.0112325,0.0033495,3.360069
213,11986,57,2,0.0112465,0.012580999999999998,0.894057
214,12055,46,2,0.011358,0.009218500000000001,1.232735
215,12591,18,2,0.011863,0.004451999999999999,2.6671375
216,12654,32,2,0.011914000000000001,0.0064815,1.8384844999999999
217,12712,44,2,0.0119455,0.009247499999999999,1.2927765
218,12743,14,2,0.0119245,0.0041045000000000005,2.9050675000000004
219,12768,23,2,0.012029999999999999,0.0053025,2.2685779999999998
220,13160,41,2,0.012317499999999999,0.008582,1.440709
221,13629,24,2,0.0128145,0.005562,2.305212
222,13983,6,2,0.013055,0.0038824999999999997,3.362588
223,14062,60,2,0.013129,0.0134915,0.9806325
224,14240,42,2,0.013361,0.0091875,1.457423
225,14294,4,2,0.0133665,0.004857500000000001,2.7517785000000003
226,14408,25,2,0.013569,0.005582999999999999,2.431117
227,14412,45,2,0.0135645,0.0104215,1.3314460000000001
228,14421,41,2,0.0135835,0.008257,1.6452995000000001
229,14565,52,2,0.01373,0.011779,1.1659115
230,14825,41,2,0.013979,0.008121,1.7214195
231,14864,36,2,0.014024499999999999,0.0076855,1.8295255
232,15008,34,2,0.014173999999999999,0.0073295,1.93418
233,15014,40,2,0.014148,0.008013,1.7658445
234,15569,41,2,0.0147055,0.0085665,1.7178695
235,15602,26,2,0.014679999999999999,0.006175,2.3772675
236,15604,54,2,0.014636,0.0122565,1.1956069999999999
237,16028,12,2,0.0151215,0.004675,3.2351805000000002
238,16220,25,2,0.015223500000000001,0.0076445,2.0909485
239,16232,62,2,0.0151675,0.016846,0.900459
240,16265,1,2,0.0151575,0.0162185,0.934612
241,16539,21,2,0.0155675,0.00554,2.810218
242,16630,2,2,0.015639,0.009171,1.7053539999999998
243,16898,59,2,0.015922,0.0127405,1.250354
244,16937,6,2,0.016058999999999997,0.004518,3.554467
245,17093,29,2,0.0161395,0.006794,2.379076
246,17365,5,2,0.016322999999999997,0.004949,3.298376
247,17699,1,2,0.016516,0.017669,0.9347605
248,17714,29,2,0.016672,0.007377,2.274399
249,17715,8,2,0.016708,0.0041685,4.0086285
250,18184,20,2,0.017105000000000002,0.0055145,3.102266
251,18755,62,2,0.017863999999999998,0.015773,1.1419665
252,18872,51,2,0.0177735,0.0117565,1.513716
253,18992,45,2,0.017893,0.009840999999999999,1.8182635
254,19321,58,2,0.018221,0.013506,1.349431
255,19389,17,2,0.018328,0.0053325000000000004,3.4375305000000003
256,19807,40,2,0.0186415,0.008456499999999999,2.2043385
257,19862,11,2,0.018802,0.004148000000000001,4.536638
258,19879,13,2,0.0187235,0.0052829999999999995,3.544047
259,19983,31,2,0.0189,0.0070025,2.6990404999999997
260,20231,57,2,0.0196015,0.0132275,1.481751
261,20421,38,2,0.0194175,0.008778500000000002,2.218524
262,20743,40,2,0.019517,0.0089685,2.1837109999999997
263,20807,57,2,0.025488999999999998,0.013004499999999999,1.947968
264,21754,32,2,0.020422500000000003,0.007227000000000001,2.826142
265,21905,58,2,0.020645999999999998,0.016586,1.3058275
266,21952,64,2,0.0208915,0.3674225,0.080309
267,23198,9,2,0.021804,0.004657,4.6847145
268,23727,21,2,0.022282000000000003,0.0062055,3.590762
269,24045,48,2,0.022593000000000002,0.011205,2.0256220000000003
270,25585,64,2,0.024271,0.5441865,0.0446655
271,25832,55,2,0.0244045,0.0139455,1.7586564999999998
272,26357,42,2,0.025203499999999997,0.0099305,2.538055
273,26451,19,2,0.025003,0.0067504999999999996,3.7101575
